1.606445274255345057e-01,5.337182480172163497e-34,5.464591229450294419e-27
1.663605142182495722e-01,4.546556224925316336e-34,5.322556664421584333e-27
1.722798848768087032e-01,4.099829915196096915e-34,5.178340286131292392e-27
1.784098761213768480e-01,3.604613913035553522e-34,5.045186404544240618e-27
1.847579821660875476e-01,3.127500808119084307e-34,4.908512598659149687e-27
1.913319638810861145e-01,2.873311961860528051e-34,4.802637524772458475e-27
1.981398582805730946e-01,2.570206260180282814e-34,4.633853299385309366e-27
2.051899883484472609e-01,2.325527393389253829e-34,4.470682263299816055e-27
2.124909732135604745e-01,2.173613961611714173e-34,4.347854795707103690e-27
2.200517386870242675e-01,2.034163465043714230e-34,4.210225654035023374e-27
2.278815281744506205e-01,1.887893053375238063e-34,4.077357910665699160e-27
2.359899139764673193e-01,1.792218970087536678e-34,3.924933393549743365e-27
2.443868089913238950e-01,1.621441718282291867e-34,3.807950711314002308e-27
2.530824788338942866e-01,1.459213503262204903e-34,3.696991812563819895e-27
2.620875543858934287e-01,1.349112499905655074e-34,3.570346451535843047e-27
2.714130447926500489e-01,1.276591568636931374e-34,3.434561000328726255e-27
2.810703509223251850e-01,1.176699376782832970e-34,3.293839888376480805e-27
2.910712793040313717e-01,1.056648012296417224e-34,3.203061734034613372e-27
3.014280565618919216e-01,9.945542417145728531e-35,3.095194553758665215e-27
3.121533443626868798e-01,9.661644706504927915e-35,2.998733116243890408e-27
3.232602548953600330e-01,9.517053779512519163e-35,2.846435447796739563e-27
3.347623669013112258e-01,9.225394682593431969e-35,2.713038807159539244e-27
3.466737422750719166e-01,8.932999814512225966e-35,2.622240111051110657e-27
3.590089432556591853e-01,8.709670291631329607e-35,2.536669777968334972e-27
3.717830502296249340e-01,8.523557572576426740e-35,2.435207629717201636e-27
3.850116801675663170e-01,8.331218726466411776e-35,2.306048411441260634e-27
3.987110057166360910e-01,8.067286804465926381e-35,2.220853775359832152e-27
4.128977749723944934e-01,7.839501081511147686e-35,2.136717343588519859e-27
4.275893319541763660e-01,7.648977223223344688e-35,2.078529885146627643e-27
4.428036378090016156e-01,7.502236380916818998e-35,1.982462866881092434e-27
4.585592927699569943e-01,7.287331934741944269e-35,1.884556909299135901e-27
4.748755588958905038e-01,7.056521592735155050e-35,1.824189505480966163e-27
4.917723836202207432e-01,6.927794240337032578e-35,1.759484218332749589e-27
5.092704241376495577e-01,6.927801229987763422e-35,1.693978591152927972e-27
5.273910726585933073e-01,7.035607012849464299e-35,1.600163717398600094e-27
5.461564825622063912e-01,7.175313004002301231e-35,1.519601339249845473e-27
5.655895954799707859e-01,7.313162050242749676e-35,1.456625390735938620e-27
5.857141693429626095e-01,7.420257157582222787e-35,1.409943333740545052e-27
6.065548074270852297e-01,7.558951460459079161e-35,1.340407016459700685e-27
6.281369884317770103e-01,7.697734783544123245e-35,1.258328573268973042e-27
6.504870976289682805e-01,7.818882635414204410e-35,1.203586402980283099e-27
6.736324591203660672e-01,7.936627794113591080e-35,1.147796670932612506e-27
6.976013692425054868e-01,8.069040729178292438e-35,1.100844959044974520e-27
7.224231311604052408e-01,8.164514794508193162e-35,1.044057110066568419e-27
7.481280906921197182e-01,8.456158721521784525e-35,9.877993366709032435e-28
7.747476734079864480e-01,8.795047043710371340e-35,9.429336468379039136e-28
8.023144230499221763e-01,9.148115410750372146e-35,8.983256523210807738e-28
8.308620413177403297e-01,9.551377938536340982e-35,8.537897371399052119e-28
8.604254290711261799e-01,9.901856897538855037e-35,7.996978017703889753e-28
8.910407289976456369e-01,1.045633115804040886e-34,7.588270680676549290e-28
9.227453697989494996e-01,1.096323079870585782e-34,7.227460790833453567e-28
9.555781119491899567e-01,1.134202135985143540e-34,6.972991033866602434e-28
